Fit,Min Size,Max Size,Hole Low,Hole High,Shaft Low,Shaft High,Hole Zone,Shaft Zone
LC11,3.15100,4.73000,0.00000,0.01200,0.00000,-0.01000,H13,h12
LC11,4.73100,7.09000,0.00000,0.01600,0.00000,-0.01200,H13,h12
LC11,7.09100,9.85000,0.00000,0.02000,0.00000,-0.01600,H13,h12
LC11,9.85100,12.41000,0.00000,0.02500,0.00000,-0.01800,H13,h12
LC11,12.41100,15.75000,0.00000,0.03000,0.00000,-0.02000,H13,h12
LC11,15.75100,19.69000,0.00000,0.03500,0.00000,-0.02500,H13,h12
LC11,19.69100,30.09000,0.00000,0.04000,0.00000,-0.03000,H13,h12
LC11,30.09100,41.49000,0.00000,0.05000,0.00000,-0.04000,H13,h12
LC11,41.49100,56.19000,0.00000,0.06000,0.00000,-0.05000,H13,h12
LC11,56.19100,76.39000,0.00000,0.08000,0.00000,-0.06000,H13,h12
LC11,76.39100,100.90000,0.00000,0.10000,0.00000,-0.08000,H13,h12
LC11,100.91000,131.90000,0.00000,0.12000,0.00000,-0.10000,H13,h12
LC11,131.91000,171.90000,0.00000,0.16000,0.00000,-0.12000,H13,h12
FN1,0.00000,0.12000,0.00000,0.00025,0.00030,0.00050,H6,FN1 (ANSI B4.1)
FN1,0.12100,0.24000,0.00000,0.00030,0.00040,0.00060,H6,FN1 (ANSI B4.1)
FN1,0.24100,0.40000,0.00000,0.00040,0.00050,0.00075,H6,FN1 (ANSI B4.1)
FN1,0.40100,0.56000,0.00000,0.00040,0.00050,0.00080,H6,FN1 (ANSI B4.1)
FN1,0.56100,0.71000,0.00000,0.00040,0.00060,0.00090,H6,FN1 (ANSI B4.1)
FN1,0.71100,0.95000,0.00000,0.00070,0.00050,0.00110,H6,FN1 (ANSI B4.1)
FN1,0.95100,1.19000,0.00000,0.00050,0.00080,0.00120,H6,FN1 (ANSI B4.1)
FN1,1.19100,1.58000,0.00000,0.00060,0.00090,0.00130,H6,FN1 (ANSI B4.1)
FN1,1.58100,1.97000,0.00000,0.00060,0.00100,0.00140,H6,FN1 (ANSI B4.1)
FN1,1.97100,2.56000,0.00000,0.00070,0.00130,0.00180,H6,FN1 (ANSI B4.1)
FN1,2.56100,3.15000,0.00000,0.00070,0.00140,0.00190,H6,FN1 (ANSI B4.1)
FN1,3.15100,3.94000,0.00000,0.00090,0.00180,0.00240,H6,FN1 (ANSI B4.1)
FN1,3.94100,4.73000,0.00000,0.00090,0.00200,0.00260,H6,FN1 (ANSI B4.1)
FN1,4.73100,5.52000,0.00000,0.00100,0.00220,0.00290,H6,FN1 (ANSI B4.1)
FN1,5.52100,6.30000,0.00000,0.00100,0.00250,0.00320,H6,FN1 (ANSI B4.1)
FN1,6.31000,7.09000,0.00000,0.00100,0.00280,0.00350,H6,FN1 (ANSI B4.1)
FN1,7.09100,7.88000,0.00000,0.00120,0.00300,0.00380,H6,FN1 (ANSI B4.1)
FN1,7.88100,8.86000,0.00000,0.00120,0.00350,0.00430,H6,FN1 (ANSI B4.1)
FN2,0.00000,0.12000,0.00000,0.00040,0.00060,0.00085,H7,s6
FN2,0.12100,0.24000,0.00000,0.00050,0.00070,0.00100,H7,s6
FN2,0.24100,0.40000,0.00000,0.00060,0.00100,0.00140,H7,s6
FN2,0.40100,0.56000,0.00000,0.00070,0.00120,0.00160,H7,s6
FN2,0.56100,0.71000,0.00000,0.00070,0.00120,0.00160,H7,s6
FN2,0.71100,0.95000,0.00000,0.00080,0.00140,0.00190,H7,s6
FN2,0.95100,1.19000,0.00000,0.00080,0.00140,0.00190,H7,s6
FN2,1.19100,1.58000,0.00000,0.00100,0.00180,0.00240,H7,s6
FN2,1.58100,1.97000,0.00000,0.00100,0.00180,0.00240,H7,s6
FN2,1.97100,2.56000,0.00000,0.00120,0.00200,0.00270,H7,s6
FN2,2.56100,3.15000,0.00000,0.00120,0.00220,0.00290,H7,s6
FN2,3.15100,3.94000,0.00000,0.00140,0.00280,0.00370,H7,s6
FN2,3.94100,4.73000,0.00000,0.00140,0.00300,0.00390,H7,s6
FN2,4.73100,5.52000,0.00000,0.00160,0.00350,0.00450,H7,s6
FN2,5.52100,6.30000,0.00000,0.00160,0.00400,0.00500,H7,s6
FN2,6.31000,7.09000,0.00000,0.00160,0.00450,0.00550,H7,s6
FN2,7.09100,7.88000,0.00000,0.00180,0.00500,0.00620,H7,s6
FN2,7.88100,8.86000,0.00000,0.00180,0.00500,0.00620,H7,s6
FN3,0.00000,0.12000,0.00000,0.00040,0.00000,0.00000,H7,t6
FN3,0.12100,0.24000,0.00000,0.00050,0.00000,0.00000,H7,t6
FN3,0.24100,0.40000,0.00000,0.00060,0.00000,0.00000,H7,t6
FN3,0.40100,0.56000,0.00000,0.00070,0.00000,0.00000,H7,t6
FN3,0.56100,0.71000,0.00000,0.00070,0.00000,0.00000,H7,t6
FN3,0.71100,0.95000,0.00000,0.00080,0.00000,0.00000,H7,t6
FN3,0.95100,1.19000,0.00000,0.00080,0.00000,0.00000,H7,t6
FN3,1.19100,1.58000,0.00000,0.00100,0.00200,0.00260,H7,t6
FN3,1.58100,1.97000,0.00000,0.00100,0.00220,0.00280,H7,t6
FN3,1.97100,2.56000,0.00000,0.00120,0.00250,0.00320,H7,t6
FN3,2.56100,3.15000,0.00000,0.00120,0.00300,0.00370,H7,t6
FN3,3.15100,3.94000,0.00000,0.00140,0.00350,0.00440,H7,t6
FN3,3.94100,4.73000,0.00000,0.00140,0.00400,0.00490,H7,t6
FN3,4.73100,5.52000,0.00000,0.00160,0.00500,0.00600,H7,t6
FN3,5.52100,6.30000,0.00000,0.00160,0.00500,0.00600,H7,t6
FN3,6.31000,7.09000,0.00000,0.00160,0.00600,0.00700,H7,t6
FN3,7.09100,7.88000,0.00000,0.00180,0.00700,0.00820,H7,t6
FN3,7.88100,8.86000,0.00000,0.00180,0.00700,0.00820,H7,t6
FN4,0.00000,0.12000,0.00000,0.00040,0.00070,0.00095,H7,u6
FN4,0.12100,0.24000,0.00000,0.00050,0.00090,0.00120,H7,u6
FN4,0.24100,0.40000,0.00000,0.00060,0.00120,0.00160,H7,u6
FN4,0.40100,0.56000,0.00000,0.00070,0.00140,0.00180,H7,u6
FN4,0.56100,0.71000,0.00000,0.00070,0.00140,0.00180,H7,u6
FN4,0.71100,0.95000,0.00000,0.00080,0.00160,0.00210,H7,u6
FN4,0.95100,1.19000,0.00000,0.00180,0.00080,0.00230,H7,u6
FN4,1.19100,1.58000,0.00000,0.00100,0.00250,0.00310,H7,u6
FN4,1.58100,1.97000,0.00000,0.00100,0.00280,0.00340,H7,u6
FN4,1.97100,2.56000,0.00000,0.00120,0.00350,0.00420,H7,u6
FN4,2.56100,3.15000,0.00000,0.00120,0.00400,0.00470,H7,u6
FN4,3.15100,3.94000,0.00000,0.00140,0.00500,0.00590,H7,u6
FN4,3.94100,4.73000,0.00000,0.00140,0.00600,0.00690,H7,u6
FN4,4.73100,5.52000,0.00000,0.00160,0.00700,0.00800,H7,u6
FN4,5.52100,6.30000,0.00000,0.00160,0.00700,0.00800,H7,u6
FN4,6.31000,7.09000,0.00000,0.00160,0.00800,0.00900,H7,u6
FN4,7.09100,7.88000,0.00000,0.00180,0.00900,0.01020,H7,u6
FN4,7.88100,8.86000,0.00000,0.00180,0.01000,0.01120,H7,u6
FN5,0.00000,0.12000,0.00000,0.00060,0.00090,0.00130,H8,x7
FN5,0.12100,0.24000,0.00000,0.00070,0.00120,0.00170,H8,x7
FN5,0.24100,0.40000,0.00000,0.00090,0.00140,0.00200,H8,x7
FN5,0.40100,0.56000,0.00000,0.00100,0.00160,0.00230,H8,x7
FN5,0.56100,0.71000,0.00000,0.00100,0.00180,0.00250,H8,x7
FN5,0.71100,0.95000,0.00000,0.00120,0.00220,0.00300,H8,x7
FN5,0.95100,1.19000,0.00000,0.00120,0.00250,0.00330,H8,x7
FN5,1.19100,1.58000,0.00000,0.00160,0.00300,0.00400,H8,x7
FN5,1.58100,1.97000,0.00000,0.00160,0.00400,0.00500,H8,x7
FN5,1.97100,2.56000,0.00000,0.00180,0.00500,0.00620,H8,x7
FN5,2.56100,3.15000,0.00000,0.00180,0.00600,0.00720,H8,x7
FN5,3.15100,3.94000,0.00000,0.00220,0.00700,0.00840,H8,x7
FN5,3.94100,4.73000,0.00000,0.00220,0.00800,0.00940,H8,x7
FN5,4.73100,5.52000,0.00000,0.00250,0.01000,0.01160,H8,x7
FN5,5.52100,6.30000,0.00000,0.00250,0.01200,0.01360,H8,x7
FN5,6.31000,7.09000,0.00000,0.00250,0.01200,0.01360,H8,x7
FN5,7.09100,7.88000,0.00000,0.00280,0.01400,0.01580,H8,x7
FN5,7.88100,8.86000,0.00000,0.00280,0.01600,0.01780,H8,x7
